INDEX,DATE,INDUTY_NM,BRTC_NM,SIGUNGU_NM,EMD,LA_DCMLPOINT_VALUE,LO_DCMLPOINT_VALUE,DIVISION
20592,20200529,막창,울산,동구,전하2동,35.512***,129.429***,0
20594,20200529,만두,서울,강남구,역삼동,37.500***,127.034***,0
20595,20200529,만두,경기,수원시 장안구,영화동,37.289***,127.014***,0
20596,20200529,만두,부산,서구,동대신동3가,35.118***,129.018***,0
20597,20200529,만두,경북,경산시 하양읍,금락리,35.912***,128.825***,0
20598,20200529,만두,경북,포항시 남구,동문리,35.995***,129.348***,0
20599,20200529,만두,경기,수원시 권선구,서둔동,37.271***,126.985***,0
20600,20200529,만두,대전,중구,문창동,36.315***,127.437***,0
20601,20200529,만두,경기,수원시 장안구,천천동,37.296***,126.982***,0
20602,20200529,만두,대전,유성구,원내동,36.300***,127.321***,0
20603,20200529,만두,대전,서구,관저동,36.297***,127.337***,0
20604,20200529,만두,경기,오산시 ,원동,37.145***,127.068***,0
20605,20200529,만두,서울,도봉구,창3동,37.636***,127.040***,0
20606,20200529,만두,서울,용산구,한남동,37.532***,127.006***,0
20607,20200529,만두,전북,전주시 덕진구,인후동1가,35.834***,127.165***,0
20608,20200529,만두,대구,북구,태전동,35.921***,128.544***,0
20609,20200529,만두,충남,천안시 동남구,대흥동,36.808***,127.148***,0
20610,20200529,만두,경북,김천시 ,부곡동,36.124***,128.089***,0
20611,20200529,만두,경북,포항시 북구,죽도동,36.034***,129.363***,0
20612,20200529,만두,서울,강남구,역삼1동,37.498***,127.028***,0
20613,20200529,만두,전남,여수시 ,신기동,34.761***,127.673***,0
20614,20200529,만두,경기,이천시 장호원읍,선읍리,37.136***,127.598***,0
20624,20200529,매운탕,경기,김포시 ,사우동,37.622***,126.722***,0
20625,20200529,매운탕,전북,전주시 덕진구,우아동2가,35.832***,127.172***,0
20626,20200529,매운탕,강원,영월군 영월읍,정양리,37.148***,128.517***,0
20627,20200529,매운탕,전남,순천시 황전면,선변리,35.164***,127.451***,0
20628,20200529,매운탕,강원,평창군 용평면,속사리,37.653***,128.489***,0
20629,20200529,매운탕,전남,곡성군 오곡면,압록리,35.196***,127.372***,0
20630,20200529,매운탕,전남,완도군 완도읍,개포리,34.319***,126.748***,0
20631,20200529,매운탕,충북,영동군 용산면,구촌리,36.260***,127.831***,0
20632,20200529,매운탕,경기,파주시 ,서패동,37.715***,126.696***,0
20633,20200529,매운탕,전남,함평군 함평읍,내교리,35.062***,126.520***,0
20634,20200529,매운탕,대구,동구,신천4동,35.868***,128.629***,0
20635,20200529,매운탕,강원,홍천군 서면,팔봉리,37.696***,127.709***,0
20636,20200529,매운탕,충북,진천군 백곡면,명암리,36.887***,127.401***,0
20637,20200529,매운탕,경북,문경시 영순면,이목리,36.556***,128.287***,0
20638,20200529,매운탕,강원,인제군 남면,부평리,37.976***,128.150***,0
20639,20200529,매운탕,세종,금남면,부용리,36.510***,127.357***,0
20640,20200529,매운탕,경북,안동시 임동면,갈전리,36.580***,128.973***,0
20641,20200529,매운탕,경북,경산시 하양읍,청천리,35.875***,128.770***,0
20642,20200529,매운탕,경기,연천군 장남면,원당리,37.987***,126.869***,0
20643,20200529,매운탕,대구,중구,동인동1가,35.871***,128.601***,0
20644,20200529,매운탕,충북,단양군 가곡면,가대리,37.041***,128.408***,0
20645,20200529,매운탕,인천,강화군 길상면,온수리,37.643***,126.488***,0
20656,20200529,머릿고기,전남,순천시 ,조곡동,34.944***,127.502***,0
20658,20200529,메밀요리,경북,포항시 북구,죽도동,36.035***,129.367***,0
20659,20200529,메밀요리,경기,오산시 ,은계동,37.158***,127.070***,0
20660,20200529,메밀요리,대구,북구,서변동,35.922***,128.595***,0
20661,20200529,메밀요리,울산,남구,삼산동,35.544***,129.332***,0
23516,20200529,밀면,강원,강릉시 ,옥천동,37.756***,128.901***,0
23517,20200529,밀면,경남,양산시 물금읍,범어리,35.334***,129.010***,0
23518,20200529,밀면,울산,남구,삼산동,35.537***,129.336***,0
23519,20200529,밀면,경남,거제시 ,옥포2동,34.896***,128.691***,0
23520,20200529,밀면,경북,경주시 ,신평동,35.843***,129.286***,0
23521,20200529,밀면,충북,청주시 흥덕구,송절동,36.658***,127.454***,0
23522,20200529,밀면,대구,달서구,이곡2동,35.859***,128.505***,0
23523,20200529,밀면,경남,김해시 ,구산동,35.248***,128.871***,0
24262,20200529,백숙,서울,광진구,구의동,37.539***,127.095***,0
24263,20200529,백숙,충남,천안시 동남구,가전리,36.761***,127.261***,0
24264,20200529,백숙,경남,양산시 ,매곡동,35.365***,129.180***,0
24265,20200529,백숙,경남,진주시 금산면,장사리,35.212***,128.150***,0
24266,20200529,백숙,경기,이천시 ,중리동,37.280***,127.442***,0
24267,20200529,백숙,경남,남해군 남해읍,북변리,34.843***,127.894***,0
24268,20200529,백숙,대전,대덕구,중리동,36.363***,127.436***,0
24269,20200529,백숙,충남,공주시 의당면,수촌리,36.514***,127.138***,0
24270,20200529,백숙,대전,대덕구,송촌동,36.363***,127.444***,0
24321,20200529,버섯요리,충남,예산군 예산읍,신례원리,36.722***,126.849***,0
24322,20200529,버섯요리,전남,나주시 ,송월동,35.022***,126.714***,0
24323,20200529,버섯요리,대전,서구,복수동,36.297***,127.378***,0
24324,20200529,버섯요리,대전,동구,가양1동,36.342***,127.438***,0
24325,20200529,버섯요리,충북,청주시 서원구,수곡2동,36.620***,127.470***,0
24542,20200529,베트남음식,서울,강남구,논현동,37.516***,127.040***,0
24543,20200529,베트남음식,서울,용산구,갈월동,37.542***,126.971***,0
24544,20200529,베트남음식,경기,용인시 기흥구,구갈동,37.280***,127.112***,0
24545,20200529,베트남음식,서울,용산구,한남동,37.534***,127.008***,0
24546,20200529,베트남음식,경기,수원시 영통구,원천동,37.283***,127.043***,0
24547,20200529,베트남음식,경기,용인시 수지구,죽전동,37.323***,127.123***,0
24548,20200529,베트남음식,서울,강남구,도곡1동,37.485***,127.037***,0
24549,20200529,베트남음식,경기,안산시 단원구,고잔동,37.312***,126.832***,0
24550,20200529,베트남음식,광주,광산구,송정동,35.140***,126.797***,0
25195,20200529,보리밥,경남,양산시 하북면,순지리,35.490***,129.089***,0
25196,20200529,보리밥,충남,부여군 부여읍,동남리,36.275***,126.912***,0
25197,20200529,보리밥,강원,원주시 ,중앙동,37.350***,127.948***,0
25198,20200529,보리밥,강원,삼척시 가곡면,동활리,37.147***,129.143***,0
25199,20200529,보리밥,강원,강릉시 주문진읍,교항리,37.878***,128.826***,0
25200,20200529,보리밥,부산,동래구,온천1동,35.220***,129.073***,0
25201,20200529,보리밥,전남,보성군 보성읍,보성리,34.768***,127.085***,0
25202,20200529,보리밥,광주,북구,두암2동,35.175***,126.931***,0
25203,20200529,보리밥,경기,시흥시 ,과림동,37.450***,126.826***,0
25204,20200529,보리밥,경북,구미시 ,송정동,36.119***,128.348***,0
25205,20200529,보리밥,경기,가평군 조종면,현리,37.820***,127.350***,0
25778,20200529,복어요리,충남,천안시 서북구,성정2동,36.824***,127.140***,0
25779,20200529,복어요리,경북,구미시 ,신평동,36.122***,128.362***,0
25780,20200529,복어요리,경남,창원시 마산회원구,양덕1동,35.232***,128.583***,0
25781,20200529,복어요리,경남,창원시 마산합포구,오동동,35.204***,128.579***,0
25782,20200529,복어요리,경북,고령군 대가야읍,지산리,35.726***,128.266***,0
25783,20200529,복어요리,경남,하동군 진교면,진교리,35.024***,127.906***,0
25784,20200529,복어요리,경북,김천시 ,성내동,36.119***,128.123***,0
25785,20200529,복어요리,부산,영도구,대교동2가,35.092***,129.041***,0
25786,20200529,복어요리,전북,군산시 ,월명동,35.984***,126.708***,0
25787,20200529,복어요리,경남,양산시 ,북부동,35.346***,129.035***,0
25788,20200529,복어요리,경북,경산시 ,중방동,35.824***,128.739***,0
25789,20200529,복어요리,울산,동구,일산동,35.501***,129.428***,0
25790,20200529,복어요리,경기,용인시 기흥구,구갈동,37.274***,127.112***,0
25791,20200529,복어요리,인천,계양구,계산동,37.538***,126.730***,0
25792,20200529,복어요리,대구,남구,대명2동,35.856***,128.587***,0
25793,20200529,복어요리,대구,수성구,범어2동,35.866***,128.630***,0
25948,20200529,부대찌개,경기,안산시 상록구,본오1동,37.289***,126.866***,0
25949,20200529,부대찌개,인천,서구,신현동,37.517***,126.672***,0
25950,20200529,부대찌개,경북,칠곡군 왜관읍,석전리,35.998***,128.401***,0
25951,20200529,부대찌개,전북,군산시 ,소룡동,35.960***,126.588***,0
25952,20200529,부대찌개,광주,광산구,우산동,35.162***,126.811***,0
25953,20200529,부대찌개,충북,청주시 상당구,금천동,36.625***,127.508***,0
25954,20200529,부대찌개,대전,대덕구,목상동,36.446***,127.410***,0
25955,20200529,부대찌개,경기,평택시 ,신장동,37.081***,127.053***,0
25956,20200529,부대찌개,강원,춘천시 ,석사동,37.857***,127.747***,0
25957,20200529,부대찌개,충남,당진시 ,읍내동,36.888***,126.636***,0
25958,20200529,부대찌개,전북,전주시 완산구,삼천동1가,35.797***,127.124***,0
25959,20200529,부대찌개,경기,평택시 ,신장동,37.079***,127.052***,0
25960,20200529,부대찌개,경남,진주시 ,칠암동,35.178***,128.095***,0
25961,20200529,부대찌개,광주,서구,풍암동,35.121***,126.865***,0
25962,20200529,부대찌개,전북,군산시 ,나운1동,35.963***,126.695***,0
25963,20200529,부대찌개,경기,평택시 진위면,견산리,37.108***,127.064***,0
25964,20200529,부대찌개,서울,마포구,상암동,37.576***,126.895***,0
27542,20200529,부페,경기,화성시 송산면,사강리,37.213***,126.733***,0
27543,20200529,부페,대구,수성구,두산동,35.832***,128.622***,0
27544,20200529,부페,서울,서초구,방배동,37.479***,126.998***,0
27545,20200529,부페,경남,김해시 ,부원동,35.226***,128.883***,0
27546,20200529,부페,서울,서초구,방배동,37.479***,126.998***,0
27547,20200529,부페,서울,중구,흥인동,37.566***,127.017***,0
27548,20200529,부페,서울,동대문구,휘경동,37.589***,127.059***,0
27549,20200529,부페,경기,포천시 영북면,운천리,38.089***,127.273***,0
27550,20200529,부페,경기,광주시 ,경안동,37.409***,127.261***,0
27551,20200529,부페,대구,달서구,장기동,35.847***,128.521***,0
27552,20200529,부페,경기,평택시 ,합정동,36.989***,127.114***,0
27553,20200529,부페,인천,남구,주안1동,37.463***,126.682***,0
27554,20200529,부페,경북,영천시 금호읍,교대리,35.933***,128.878***,0
27555,20200529,부페,경기,구리시 ,수택동,37.595***,127.145***,0
27556,20200529,부페,부산,부산진구,전포2동,35.161***,129.063***,0
27557,20200529,부페,경기,동두천시 ,지행동,37.892***,127.054***,0
27558,20200529,부페,충남,아산시 ,권곡동,36.788***,127.015***,0
27583,20200529,분식,서울,강동구,성내2동,37.531***,127.130***,0
27584,20200529,분식,서울,강북구,수유3동,37.638***,127.024***,0
27585,20200529,분식,서울,노원구,상계6.7동,37.654***,127.057***,0
27586,20200529,분식,인천,남구,숭의2동,37.460***,126.647***,0
27587,20200529,분식,강원,태백시 ,삼수동,37.176***,128.985***,0
27588,20200529,분식,강원,춘천시 ,후평2동,37.874***,127.752***,0
27589,20200529,분식,강원,정선군 신동읍,조동리,37.214***,128.680***,0
27590,20200529,분식,강원,원주시 흥업면,흥업리,37.303***,127.904***,0
27591,20200529,분식,강원,원주시 ,단구동,37.329***,127.949***,0
27592,20200529,분식,경기,용인시 수지구,동천동,37.340***,127.096***,0
27593,20200529,분식,인천,부평구,갈산동,37.511***,126.725***,0
27594,20200529,분식,경기,성남시 분당구,궁내동,37.370***,127.101***,0
27595,20200529,분식,경남,진주시 ,대안동,35.194***,128.085***,0
27596,20200529,분식,경북,경산시 자인면,북사리,35.820***,128.823***,0
27597,20200529,분식,제주,서귀포시 ,정방동,33.247***,126.568***,0
27598,20200529,분식,광주,서구,쌍촌동,35.146***,126.864***,0
27599,20200529,분식,제주,서귀포시 ,정방동,33.247***,126.563***,0
27600,20200529,분식,부산,금정구,서동,35.215***,129.107***,0
27601,20200529,분식,경기도,부천시 ,상2동,37.502***,126.754***,0
27602,20200529,분식,강원,강릉시 ,입암동,37.755***,128.920***,0
27603,20200529,분식,경기,수원시 장안구,송죽동,37.306***,127.004***,0
27604,20200529,분식,경북,김천시 ,부곡동,36.124***,128.105***,0
27605,20200529,분식,경기,남양주시 ,평내동,37.645***,127.234***,0
27606,20200529,분식,대구,달서구,장기동,35.847***,128.526***,0
27607,20200529,분식,전북,남원시 ,금동,35.403***,127.372***,0
27608,20200529,분식,부산,사하구,하단2동,35.106***,128.967***,0
27609,20200529,분식,경기도,부천시 ,소사동,37.485***,126.791***,0
27610,20200529,분식,서울,마포구,동교동,37.557***,126.923***,0
27611,20200529,분식,경기,수원시 영통구,매탄동,37.273***,127.043***,0
27612,20200529,분식,강원,속초시 ,중앙동,38.204***,128.590***,0
27613,20200529,분식,서울,중랑구,면목4동,37.572***,127.083***,0
27614,20200529,분식,전북,무주군 안성면,장기리,35.866***,127.653***,0
27615,20200529,분식,경북,군위군 군위읍,서부리,36.235***,128.566***,0
27616,20200529,분식,전남,순천시 주암면,구산리,35.075***,127.239***,0
27617,20200529,분식,대구,동구,지저동,35.893***,128.637***,0
27618,20200529,분식,서울,성북구,안암동5가,37.583***,127.029***,0
27619,20200529,분식,경기,화성시 ,반송동,37.206***,127.072***,0
27620,20200529,분식,서울,용산구,이촌동,37.523***,126.958***,0
27621,20200529,분식,강원,양양군 양양읍,남문리,38.074***,128.622***,0
27622,20200529,분식,충북,음성군 음성읍,평곡리,36.931***,127.694***,0
27623,20200529,분식,부산,금정구,장전2동,35.229***,129.083***,0
27624,20200529,분식,전남,여수시 ,문수동,34.752***,127.697***,0
27625,20200529,분식,인천,부평구,십정1동,37.479***,126.701***,0
27626,20200529,분식,부산,해운대구,좌동,35.173***,129.174***,0
27627,20200529,분식,인천,부평구,산곡동,37.502***,126.713***,0
27628,20200529,분식,강원,정선군 정선읍,봉양리,37.380***,128.663***,0
27629,20200529,분식,강원,홍천군 홍천읍,신장대리,37.692***,127.885***,0
27630,20200529,분식,전남,여수시 ,학동,34.759***,127.666***,0
27631,20200529,분식,충북,청주시 상당구,탑동,36.627***,127.495***,0
27632,20200529,분식,경기,군포시 ,산본동,37.360***,126.931***,0
27633,20200529,분식,대구,중구,남일동,35.869***,128.594***,0
27634,20200529,분식,충북,제천시 ,청전동,37.150***,128.214***,0
27635,20200529,분식,경남,산청군 산청읍,산청리,35.414***,127.876***,0
27636,20200529,분식,인천,서구,가좌동,37.494***,126.671***,0
27637,20200529,분식,서울,중구,수표동,37.567***,126.990***,0
27638,20200529,분식,충남,공주시 ,산성동,36.457***,127.123***,0
27639,20200529,분식,충남,공주시 ,신관동,36.468***,127.133***,0
27640,20200529,분식,전남,장성군 장성읍,영천리,35.299***,126.783***,0
27641,20200529,분식,경북,예천군 예천읍,노하리,36.656***,128.453***,0
27642,20200529,분식,경남,사천시 ,좌룡동,34.933***,128.082***,0
27643,20200529,분식,대전,동구,자양동,36.335***,127.449***,0
27644,20200529,분식,서울,관악구,성현[봉천2/5동]동,37.487***,126.947***,0
27645,20200529,분식,광주,서구,광천동,35.160***,126.880***,0
27646,20200529,분식,경남,김해시 ,내동,35.238***,128.862***,0
27647,20200529,분식,경기,안양시 동안구,비산3동,37.403***,126.948***,0
27648,20200529,분식,충북,충주시 ,충의동,36.974***,127.928***,0
27649,20200529,분식,강원,인제군 서화면,천도리,38.225***,128.209***,0
27650,20200529,분식,충북,단양군 매포읍,평동리,37.034***,128.299***,0
27651,20200529,분식,경기,오산시 ,궐동,37.158***,127.057***,0
27652,20200529,분식,경남,합천군 삼가면,일부리,35.414***,128.123***,0
27653,20200529,분식,전남,고흥군 고흥읍,남계리,34.609***,127.286***,0
27654,20200529,분식,강원,춘천시 ,효자동,37.862***,127.739***,0
27655,20200529,분식,세종,조치원읍,상리,36.602***,127.303***,0
27656,20200529,분식,전남,구례군 구례읍,봉남리,35.208***,127.464***,0
27657,20200529,분식,충북,제천시 ,청전동,37.157***,128.215***,0
27658,20200529,분식,대구,달서구,본동,35.835***,128.530***,0
27659,20200529,분식,전남,여수시 ,국동,34.734***,127.713***,0
27660,20200529,분식,서울,동대문구,휘경동,37.591***,127.066***,0
27661,20200529,분식,충북,음성군 음성읍,읍내리,36.939***,127.690***,0
27662,20200529,분식,전남,목포시 ,상동,34.799***,126.421***,0
27663,20200529,분식,전남,순천시 서면,선평리,34.986***,127.501***,0
27664,20200529,분식,전북,정읍시 ,시기동,35.566***,126.853***,0
27665,20200529,분식,대구,달성군 다사읍,서재리,35.878***,128.497***,0
27666,20200529,분식,강원,영월군 영월읍,영흥리,37.183***,128.468***,0
27667,20200529,분식,충북,영동군 추풍령면,추풍령리,36.211***,128.001***,0
27668,20200529,분식,경기,동두천시 ,중앙[생연3/4동]동,37.909***,127.057***,0
27669,20200529,분식,경기,안양시 만안구,박달동,37.405***,126.909***,0
27670,20200529,분식,충남,논산시 연무읍,동산리,36.132***,127.099***,0
27671,20200529,분식,충남,홍성군 광천읍,광천리,36.499***,126.622***,0
27672,20200529,분식,충북,청주시 서원구,수곡2동,36.619***,127.475***,0
27673,20200529,분식,경기,화성시 남양읍,남양리,37.208***,126.815***,0
27674,20200529,분식,부산,부산진구,부전동,35.155***,129.061***,0
27675,20200529,분식,전남,목포시 ,대성동,34.801***,126.380***,0
27676,20200529,분식,인천,남동구,구월1동,37.445***,126.705***,0
27677,20200529,분식,경기,수원시 팔달구,인계동,37.264***,127.046***,0
27678,20200529,분식,경북,포항시 남구,송도동,36.028***,129.376***,0
27679,20200529,분식,전남,나주시 ,대호동,35.041***,126.717***,0
27680,20200529,분식,서울,마포구,노고산동,37.554***,126.937***,0
27681,20200529,분식,서울,송파구,방이동,37.509***,127.123***,0
27682,20200529,분식,경북,청도군 풍각면,송서리,35.641***,128.618***,0
27683,20200529,분식,울산,중구,성안동,35.573***,129.305***,0
27684,20200529,분식,제주,서귀포시 ,서홍동,33.258***,126.560***,0
27685,20200529,분식,전남,순천시 ,연향동,34.947***,127.517***,0
27686,20200529,분식,서울,강남구,도곡동,37.486***,127.036***,0
27687,20200529,분식,경기,성남시 분당구,야탑동,37.412***,127.135***,0
27688,20200529,분식,서울,중구,수표동,37.567***,126.989***,0
27689,20200529,분식,전북,전주시 완산구,평화동1가,35.795***,127.133***,0
27690,20200529,분식,대구,동구,효목2동,35.877***,128.639***,0
27691,20200529,분식,대구,달서구,신당동,35.856***,128.492***,0
27692,20200529,분식,전남,강진군 강진읍,남성리,34.639***,126.769***,0
27693,20200529,분식,경기,화성시 향남읍,평리,37.131***,126.910***,0
27694,20200529,분식,충북,음성군 음성읍,읍내리,36.933***,127.688***,0
27695,20200529,분식,경남,창원시 성산구,상남동,35.216***,128.682***,0
27696,20200529,분식,광주,북구,양산동,35.210***,126.880***,0
27697,20200529,분식,강원,인제군 서화면,천도리,38.229***,128.209***,0
27698,20200529,분식,경기도,부천시 ,상1동,37.492***,126.750***,0
27699,20200529,분식,경기,성남시 분당구,수내1동,37.377***,127.112***,0
27700,20200529,분식,충남,서천군 장항읍,신창리,36.011***,126.689***,0
27701,20200529,분식,부산,해운대구,중동,35.162***,129.179***,0
27702,20200529,분식,부산,사하구,당리동,35.106***,128.969***,0
27703,20200529,분식,경남,양산시 ,명동,35.401***,129.170***,0
27704,20200529,분식,경남,합천군 가야면,황산리,35.760***,128.138***,0
27705,20200529,분식,부산,북구,화명3동,35.235***,129.011***,0
27706,20200529,분식,경기,용인시 처인구,유방동,37.257***,127.212***,0
27707,20200529,분식,충남,홍성군 홍북읍,신경리,36.656***,126.675***,0
27708,20200529,분식,전남,순천시 ,조례동,34.971***,127.521***,0
27709,20200529,분식,대구,달서구,대천동,35.817***,128.520***,0
27710,20200529,분식,충남,천안시 서북구,성정동,36.816***,127.137***,0
27711,20200529,분식,충북,청주시 흥덕구,만수리,36.622***,127.328***,0
27712,20200529,분식,전남,고흥군 고흥읍,남계리,34.607***,127.286***,0
27713,20200529,분식,서울,광진구,구의동,37.539***,127.094***,0
27714,20200529,분식,강원,태백시 ,황지동,37.173***,128.991***,0
27715,20200529,분식,충남,천안시 동남구,대흥동,36.809***,127.148***,0
27716,20200529,분식,경기,화성시 송산면,사강리,37.212***,126.735***,0
27717,20200529,분식,서울,중구,충무로2가,37.561***,126.987***,0
27718,20200529,분식,전북,전주시 덕진구,진북동,35.830***,127.134***,0
27719,20200529,분식,서울,양천구,목5동,37.532***,126.876***,0
27720,20200529,분식,경기,시흥시 ,정왕동,37.346***,126.747***,0
27721,20200529,분식,경기,수원시 권선구,고색동,37.241***,126.977***,0
27722,20200529,분식,경북,포항시 남구,송도동,36.038***,129.376***,0
27723,20200529,분식,강원,삼척시 ,남양동,37.443***,129.164***,0
27724,20200529,분식,전남,여수시 ,미평동,34.766***,127.708***,0
27725,20200529,분식,전남,광양시 ,중동,34.941***,127.700***,0
27726,20200529,분식,강원,춘천시 ,우두동,37.900***,127.728***,0
27727,20200529,분식,경북,경주시 ,신평동,35.838***,129.291***,0
27728,20200529,분식,강원,춘천시 ,후평2동,37.875***,127.746***,0
27729,20200529,분식,경남,합천군 합천읍,합천리,35.566***,128.161***,0
27730,20200529,분식,경남,진주시 ,평거동,35.171***,128.060***,0
27731,20200529,분식,경기,시흥시 ,정왕동,37.353***,126.724***,0
27732,20200529,분식,경기,시흥시 ,하중동,37.390***,126.806***,0
27733,20200529,분식,경기,의정부시 ,민락동,37.740***,127.092***,0
27734,20200529,분식,경기,용인시 처인구,천리,37.193***,127.207***,0
27735,20200529,분식,경남,창원시 의창구,용호동,35.229***,128.680***,0
27736,20200529,분식,경기,광명시 ,철산동,37.477***,126.868***,0
27737,20200529,분식,전북,전주시 완산구,태평동,35.826***,127.139***,0
27738,20200529,분식,서울,중구,태평로2가,37.562***,126.976***,0
27739,20200529,분식,경북,구미시 ,사곡동,36.093***,128.355***,0
27740,20200529,분식,서울,구로구,구로동,37.484***,126.902***,0
27741,20200529,분식,서울,중구,수표동,37.567***,126.989***,0
27742,20200529,분식,대전,서구,탄방동,36.347***,127.388***,0
27743,20200529,분식,강원,강릉시 ,입암동,37.754***,128.919***,0
27744,20200529,분식,부산,부산진구,초읍동,35.178***,129.053***,0
27745,20200529,분식,경기,군포시 ,산본동,37.358***,126.930***,0
27746,20200529,분식,경기,이천시 ,창전동,37.282***,127.442***,0
27747,20200529,분식,대구,남구,대명2동,35.855***,128.589***,0
27748,20200529,분식,경기,안양시 동안구,평촌동,37.383***,126.960***,0
27749,20200529,분식,강원,홍천군 홍천읍,신장대리,37.690***,127.883***,0
27750,20200529,분식,경기,화성시 봉담읍,와우리,37.214***,126.978***,0
27751,20200529,분식,경기,고양시 일산동구,백석동,37.649***,126.786***,0
27752,20200529,분식,서울,강남구,신사동,37.525***,127.026***,0
27753,20200529,분식,경기,수원시 팔달구,화서동,37.285***,126.980***,0
27754,20200529,분식,전북,순창군 순창읍,남계리,35.372***,127.142***,0
27755,20200529,분식,경기,고양시 일산서구,대화동,37.685***,126.741***,0
27756,20200529,분식,경북,고령군 다산면,상곡리,35.825***,128.446***,0
27757,20200529,분식,서울,동작구,노량진2동,37.510***,126.939***,0
27758,20200529,분식,경남,창원시 진해구,이동,35.157***,128.694***,0
27759,20200529,분식,경기,수원시 영통구,하동,37.292***,127.069***,0
27760,20200529,분식,전북,군산시 ,수송동,35.966***,126.713***,0
27761,20200529,분식,광주,광산구,산정동,35.167***,126.804***,0
27762,20200529,분식,경기,수원시 권선구,곡반정동,37.234***,127.027***,0
27763,20200529,분식,충북,청주시 흥덕구,복대동,36.634***,127.452***,0
27764,20200529,분식,경기,용인시 수지구,동천동,37.333***,127.095***,0
27765,20200529,분식,전북,익산시 ,신동,35.961***,126.959***,0
27766,20200529,분식,전남,신안군 지도읍,읍내리,35.060***,126.207***,0
27767,20200529,분식,울산,남구,달동,35.537***,129.313***,0
27768,20200529,분식,전북,부안군 줄포면,줄포리,35.587***,126.676***,0
27769,20200529,분식,대전,유성구,궁동,36.360***,127.350***,0
27770,20200529,분식,경기,동두천시 ,지행동,37.892***,127.056***,0
27771,20200529,분식,경기,의왕시 ,오전동,37.352***,126.972***,0
27772,20200529,분식,경기,군포시 ,산본2동,37.372***,126.930***,0
27802,20200529,불닭,강원,원주시 문막읍,문막리,37.309***,127.818***,0
27803,20200529,불닭,제주,제주시 ,아라일동,33.471***,126.544***,0
27804,20200529,불닭,제주,제주시 ,이도2동,33.498***,126.529***,0
27805,20200529,붕어찜,충남,아산시 송악면,역촌리,36.722***,126.998***,0
27809,20200529,브런치카페,대전,중구,대흥동,36.323***,127.419***,0
27932,20200529,비빕밥,경기,군포시 ,산본동,37.367***,126.937***,0
27933,20200529,비빕밥,부산,중구,보수동1가,35.104***,129.024***,0
28049,20200529,빵.과자,대구,달서구,송현2동,35.824***,128.545***,0
28050,20200529,빵.과자,경남,통영시 ,중앙동,34.844***,128.424***,0
28051,20200529,빵.과자,전북,군산시 ,미룡동,35.944***,126.688***,0
28052,20200529,빵.과자,제주,제주시 ,도남동,33.495***,126.527***,0
28053,20200529,빵.과자,서울,광진구,구의동,37.540***,127.140***,0
28054,20200529,빵.과자,광주,광산구,장덕동,35.197***,126.802***,0
28055,20200529,빵.과자,경기,포천시 ,신읍동,37.899***,127.200***,0
28056,20200529,빵.과자,충북,괴산군 청천면,청천리,36.660***,127.736***,0
28057,20200529,빵.과자,경기,군포시 ,당동,37.349***,126.944***,0
28058,20200529,빵.과자,전북,군산시 ,나운2동,35.962***,126.698***,0
28059,20200529,빵.과자,경기,파주시 조리읍,능안리,37.736***,126.789***,0
28060,20200529,빵.과자,경기,화성시 매송면,원리,37.279***,126.886***,0
28061,20200529,빵.과자,대전,동구,대동,36.329***,127.439***,0
28062,20200529,빵.과자,전북,전주시 완산구,경원동3가,35.822***,127.149***,0
28063,20200529,빵.과자,경북,성주군 성주읍,경산리,35.919***,128.286***,0
28064,20200529,빵.과자,서울,양천구,신월3동,37.535***,126.823***,0
28065,20200529,빵.과자,충남,청양군 운곡면,후덕리,36.499***,126.834***,0
28066,20200529,빵.과자,전남,담양군 담양읍,삼만리,35.342***,127.000***,0
28067,20200529,빵.과자,전북,전주시 덕진구,팔복동4가,35.864***,127.098***,0
28068,20200529,빵.과자,경기,안산시 단원구,대부북동,37.243***,126.575***,0
28069,20200529,빵.과자,전남,함평군 월야면,월야리,35.175***,126.626***,0
28070,20200529,빵.과자,경기,수원시 영통구,매탄동,37.272***,127.043***,0
28071,20200529,빵.과자,충남,아산시 신창면,읍내리,36.784***,126.930***,0
28072,20200529,빵.과자,경기,남양주시 진접읍,내곡리,37.684***,127.166***,0
28073,20200529,빵.과자,경북,경주시 강동면,유금리,36.003***,129.284***,0
28074,20200529,빵.과자,경기,성남시 중원구,상대원동,37.432***,127.171***,0
28075,20200529,빵.과자,경기,안성시 원곡면,내가천리,37.041***,127.114***,0
28076,20200529,빵.과자,충북,보은군 보은읍,금굴리,36.460***,127.727***,0
28077,20200529,빵.과자,서울,성북구,동선동5가,37.595***,127.016***,0
28078,20200529,빵.과자,서울,서초구,방배동,37.479***,127.000***,0
28555,20200529,사철.영양탕,충북,충주시 앙성면,용대리,37.106***,127.759***,0
28556,20200529,사철.영양탕,충남,천안시 서북구,쌍용1동,36.805***,127.131***,0
28557,20200529,사철.영양탕,전남,고흥군 도화면,가화리,34.506***,127.292***,0
28558,20200529,사철.영양탕,전북,익산시 ,인화동2가,35.930***,126.953***,0
28559,20200529,사철.영양탕,전남,진도군 진도읍,쌍정리,34.481***,126.265***,0
28560,20200529,사철.영양탕,경남,거제시 ,고현동,34.894***,128.626***,0
28561,20200529,사철.영양탕,충남,아산시 ,용화동,36.774***,127.005***,0
28562,20200529,사철.영양탕,전남,무안군 삼향읍,남악리,34.811***,126.467***,0
